Player,Category,Country,Role,Runs Scored,Batting Strike Rate,Batting Average,No of Sixes,No of Fours,Balls Faced,Total career dot balls played,No of Centuries Scored,No of Half Centuries Scored,Wickets Taken,3 Wicket Hauls,5 Wicket Hauls,Bowling Strike Rate,Bowling Economy,Bowling Average,Runs Conceded,Sixes Conceded,Fours Conceded,Dot Balls Bowled,Maidens Bowled,Age of the Player,Capped/Uncapped,Last Auction Price Sold (in Crs),5 Wicket hauls,No of Catches,No of Stumpings,No of Run Outs
Player_143,International,Afghanistan,Batsman,557,118.08,21.87,20,51,420,180,0,3,,,,,,,,,,,,25,Uncapped,0.67,,,,
Player_144,International,India,Batsman,3059,136.49,33.72,118,274,2190,763,1,21,,,,,,,,,,,,31,Capped,19.33,,,,
Player_145,International,India,Batsman,2507,145.74,32.02,110,225,1763,629,0,17,,,,,,,,,,,,30,Capped,18.18,,,,
Player_146,International,Australia,Batsman,1188,126.25,26.64,38,104,875,334,0,7,,,,,,,,,,,,31,Capped,1.1,,,,
Player_147,International,Australia,Batsman,2608,137.4,29.2,109,243,1947,639,1,17,,,,,,,,,,,,32,Capped,5.95,,,,
Player_148,Domestic,India,Batsman,675,126.84,24.42,23,43,369,142,0,2,,,,,,,,,,,,24,Uncapped,0.65,,,,
Player_149,International,England,Batsman,1373,132.81,28.05,54,115,985,352,0,7,,,,,,,,,,,,27,Capped,1.1,,,,
Player_150,International,England,Batsman,3577,134.85,31.53,115,341,2615,831,3,21,,,,,,,,,,,,30,Capped,3.59,,,,
Player_151,International,India,Batsman,4762,159.71,30.38,233,403,1852,943,6,15,,,,,,,,,,,,27,Capped,6.77,,,,
Player_152,International,India,Batsman,7382,147.59,31.17,275,654,4452,1752,5,34,,,,,,,,,,,,28,Capped,22.28,,,,
Player_153,International,South Africa,Batsman,2846,152.45,24.57,228,291,1565,801,2,14,,,,,,,,,,,,30,Capped,4.29,,,,
Player_154,International,Australia,Batsman,2454,144.37,39.15,91,209,1343,474,1,9,,,,,,,,,,,,33,Capped,11.25,,,,
Player_155,International,India,Batsman,4496,138.38,28.16,172,272,2467,960,1,27,,,,,,,,,,,,39,Capped,8.3,,,,
Player_156,International,England,Batsman,4073,164.33,31.09,106,426,2751,543,4,20,,,,,,,,,,,,26,Capped,3.02,,,,
Player_157,International,Ireland,Batsman,1085,127.98,28.96,32,85,419,221,2,3,,,,,,,,,,,,31,Capped,0,,,,
Player_158,International,Bangladesh,Batsman,695,158.18,25.53,46,55,681,204,1,6,,,,,,,,,,,,23,Capped,1.75,,,,
Player_159,Domestic,India,Batsman,1990,158.48,27.88,81,124,1007,398,2,6,,,,,,,,,,,,30,Capped,17.63,,,,
Player_160,Domestic,India,Batsman,316,193.69,28.43,13,28,169,49,0,1,,,,,,,,,,,,18,Uncapped,2.96,,,,
Player_161,International,Zimbabwe,Batsman,791,136.48,35.13,35,79,529,194,1,3,,,,,,,,,,,,26,Capped,0.75,,,,
Player_162,International,Afghanistan,Batsman,971,147.29,24.22,39,98,825,266,1,4,,,,,,,,,,,,24,Capped,0.9,,,,
Player_163,International,England,Batsman,7828,156.28,26.47,400,930,5062,1931,6,34,,,,,,,,,,,,35,Capped,1.83,,,,
Player_164,International,India,Batsman,7478,150.49,37.51,457,930,5262,2390,7,66,,,,,,,,,,,,33,Capped,19.03,,,,
Player_165,International,England,Batsman,2456,156.75,29.78,104,179,1514,427,3,7,,,,,,,,,,,,25,Capped,3.57,,,,
Player_166,International,Zimbabwe,Batsman,4430,132.97,27.37,99,444,3423,802,2,25,,,,,,,,,,,,34,Capped,0.73,,,,
Player_167,International,New Zealand,Batsman,1883,124.94,26.94,74,263,1384,837,1,10,,,,,,,,,,,,29,Capped,1.05,,,,
Player_168,International,Sri Lanka,Batsman,695,164.7,27.03,30,61,354,122,0,2,,,,,,,,,,,,26,Capped,4.8,,,,
Player_169,International,England,Batsman,5245,145.38,30.28,237,407,2844,1114,4,26,,,,,,,,,,,,33,Capped,2.14,,,,
Player_170,International,South Africa,Batsman,1500,153.85,33.77,79,134,1273,477,3,13,,,,,,,,,,,,22,Capped,4.24,,,,
Player_171,International,India,Batsman,639,158.01,23.82,34,40,307,72,1,2,,,,,,,,,,,,28,Capped,5,,,,
Player_172,International,India,Batsman,5144,146.16,39.83,188,585,3486,1377,3,53,,,,,,,,,,,,38,Capped,8.65,,,,
Player_173,International,India,Batsman,3026,159.2,27.44,83,218,1323,949,3,16,,,,,,,,,,,,26,Capped,4.93,,,,
Player_174,International,Afghanistan,Batsman,1073,124,32.15,10,122,1336,335,0,7,,,,,,,,,,,,22,Uncapped,0,,,,
Player_175,International,England,Batsman,2323,162.03,28.51,89,266,1073,523,2,8,,,,,,,,,,,,25,Capped,5.02,,,,
Player_176,International,India,Batsman,1749,165.02,29.25,107,206,1258,529,2,11,,,,,,,,,,,,25,Capped,15.08,,,,
Player_177,International,Australia,Batsman,1604,155.97,23.63,52,134,627,248,0,13,,,,,,,,,,,,34,Capped,6.82,,,,
Player_178,International,Australia,Batsman,1179,154.34,27.4,75,153,1277,344,2,10,,,,,,,,,,,,28,Capped,1.05,,,,
Player_179,International,South Africa,Batsman,1654,163.23,23.89,99,194,1195,415,2,9,,,,,,,,,,,,22,Capped,1.81,,,,
Player_180,International,England,Batsman,5855,142.03,26.51,267,747,4285,1271,6,30,,,,,,,,,,,,33,Capped,0.52,,,,
Player_181,International,India,Batsman,6036,145.86,42.13,137,578,3631,2076,11,58,,,,,,,,,,,,33,Capped,3.85,,,,
Player_182,International,South Africa,Batsman,1445,145.94,26.61,65,103,537,270,0,8,,,,,,,,,,,,32,Capped,1.68,,,,
Player_183,Domestic,India,Batsman,1866,174.28,28.03,56,137,941,334,0,6,,,,,,,,,,,,26,Capped,15.13,,,,
Player_184,International,New Zealand,Batsman,1676,156.7,30.05,64,119,905,428,0,6,,,,,,,,,,,,31,Capped,17.08,,,,
Player_185,Domestic,India,Batsman,313,231.55,32.79,36,34,130,47,1,1,,,,,,,,,,,,22,Uncapped,7.08,,,,
Player_186,International,Sri Lanka,Batsman,1156,132.61,26.65,13,115,807,238,0,6,,,,,,,,,,,,28,Capped,0.3,,,,
Player_187,International,Sri Lanka,Batsman,1418,129.98,27.8,37,89,1139,401,0,5,,,,,,,,,,,,34,Capped,0.37,,,,
Player_188,International,Bangladesh,Batsman,431,137.38,38.15,15,53,529,162,1,2,,,,,,,,,,,,22,Capped,0,,,,
Player_189,International,England,Batsman,2986,131.42,27.22,83,375,2300,871,1,12,,,,,,,,,,,,33,Capped,3.19,,,,
Player_190,International,India,Batsman,3102,132.43,34.4,76,154,1411,833,1,8,,,,,,,,,,,,29,Capped,6.17,,,,
Player_191,International,Zimbabwe,Batsman,871,139.66,32.87,76,151,449,285,0,4,,,,,,,,,,,,21,Capped,1.93,,,,
Player_192,International,Australia,Batsman,1190,160.74,34.13,77,148,989,404,1,10,,,,,,,,,,,,30,Capped,8.23,,,,
Player_193,International,India,Batsman,3766,148.96,41.44,245,657,3667,1019,7,27,,,,,,,,,,,,27,Capped,71.29,,,,
Player_194,International,India,Batsman,4741,142.27,26.99,212,458,3039,1183,4,21,,,,,,,,,,,,34,Capped,1.96,,,,
Player_195,International,India,Batsman,5774,140.02,39.19,188,467,3769,1358,3,31,,,,,,,,,,,,36,Capped,10.11,,,,
Player_196,International,India,Batsman,507,193.36,31.07,33,48,258,101,1,2,,,,,,,,,,,,18,Uncapped,1.35,,,,
Player_197,International,England,Batsman,1638,138.24,32.15,41,120,719,259,0,7,,,,,,,,,,,,31,Capped,0.95,,,,
Player_198,International,England,Batsman,2979,142.05,23.98,128,244,2454,701,0,17,,,,,,,,,,,,31,Capped,0.55,,,,
Player_199,International,England,Batsman,21180,150.82,31.18,793,1965,12200,3772,19,106,,,,,,,,,,,,42,Capped,2.07,,,,
Player_200,International,India,Batsman,2379,150.82,31.58,107,243,1161,651,3,17,,,,,,,,,,,,27,Uncapped,13.38,,,,
Player_201,International,Bangladesh,Batsman,229,117.67,19.03,7,12,249,79,0,0,,,,,,,,,,,,21,Uncapped,0.39,,,,
Player_202,International,Australia,Batsman,3859,153.71,29.26,167,402,2294,835,2,22,,,,,,,,,,,,39,Capped,3.24,,,,
Player_203,International,Afghanistan,Batsman,1885,120.41,33.14,52,267,2320,411,1,11,,,,,,,,,,,,37,Capped,0.43,,,,
Player_204,Domestic,India,Batsman,658,131.69,21.54,29,104,723,210,0,4,,,,,,,,,,,,28,Uncapped,1.16,,,,
Player_205,International,Australia,Batsman,2165,163.9,32,117,208,1245,466,1,13,,,,,,,,,,,,32,Capped,16.87,,,,
Player_206,Domestic,India,Batsman,203,241.24,30.72,19,18,63,33,1,1,,,,,,,,,,,,18,Uncapped,7.95,,,,
Player_207,International,South Africa,Batsman,736,128.82,19.72,23,58,474,255,1,4,,,,,,,,,,,,26,Capped,0.67,,,,
Player_208,International,USA,Batsman,665,124.7,28.71,23,66,723,266,0,4,,,,,,,,,,,,32,Capped,0.42,,,,
Player_209,International,New Zealand,Batsman,529,166.82,40.39,44,65,218,163,1,5,,,,,,,,,,,,19,Uncapped,3.13,,,,
Player_210,Domestic,India,Batsman,701,144.8,33.65,12,51,496,156,0,3,,,,,,,,,,,,23,Uncapped,0.34,,,,
Player_211,International,India,Batsman,4253,138.82,34.32,95,357,1878,890,2,30,,,,,,,,,,,,32,Capped,12.28,,,,
Player_212,International,England,Batsman,3963,138.2,27.12,89,343,1837,705,2,10,,,,,,,,,,,,31,Capped,1.61,,,,
Player_213,Domestic,India,Batsman,1383,182.79,26.89,105,172,1076,203,1,10,,,,,,,,,,,,29,Uncapped,9.62,,,,
Player_214,International,England,Batsman,19188,145.75,34.82,489,1859,10686,2367,25,100,,,,,,,,,,,,45,Capped,3.72,,,,
Player_215,International,England,Batsman,861,141.33,25.78,33,81,874,255,0,4,,,,,,,,,,,,35,Capped,2.73,,,,
Player_216,International,Zimbabwe,Batsman,3871,115.46,27.75,83,224,1678,854,1,13,,,,,,,,,,,,35,Capped,0.57,,,,
Player_217,International,Zimbabwe,Batsman,190,114.61,19.25,7,11,168,87,0,0,,,,,,,,,,,,24,Uncapped,0.35,,,,
Player_218,International,India,Batsman,12165,141.43,34.65,417,1244,8186,2400,8,77,,,,,,,,,,,,35,Capped,35.13,,,,
Player_219,International,New Zealand,Batsman,1285,153.23,22.21,33,81,701,208,1,6,,,,,,,,,,,,31,Uncapped,0.73,,,,
Player_220,International,India,Batsman,990,145.61,25.93,41,89,559,225,0,5,,,,,,,,,,,,27,Uncapped,2.96,,,,
Player_221,International,India,Batsman,2271,160.45,36.79,109,213,1725,481,3,12,,,,,,,,,,,,24,Capped,24.79,,,,
Player_222,International,India,Batsman,5937,142.72,29,230,671,4217,1529,3,34,,,,,,,,,,,,36,Capped,6.46,,,,
Player_223,International,England,Batsman,2677,153.72,22.63,56,357,1879,605,1,5,,,,,,,,,,,,27,Capped,1.72,,,,
Player_224,International,Nepal,Batsman,3046,150.1,30.87,146,494,1889,659,0,16,,,,,,,,,,,,28,Capped,16.14,,,,
Player_225,International,India,Batsman,1909,144.35,26.88,63,181,971,346,1,7,,,,,,,,,,,,30,Capped,11.23,,,,
Player_226,Domestic,USA,Batsman,666,138.13,22.53,57,91,514,172,1,1,,,,,,,,,,,,36,Uncapped,1.02,,,,
Player_227,International,England,Batsman,1891,132.17,21.65,113,168,1095,463,1,9,,,,,,,,,,,,30,Capped,0.02,,,,
Player_228,International,England,Batsman,10405,140.57,25.58,440,873,6035,2066,4,35,,,,,,,,,,,,32,Capped,0.46,,,,
Player_229,International,Nepal,Batsman,1433,142.54,26.27,69,107,1119,237,0,6,,,,,,,,,,,,28,Capped,2.25,,,,
Player_230,International,Afghanistan,Batsman,454,114.63,18.41,20,32,543,158,0,1,,,,,,,,,,,,25,Capped,0.11,,,,
Player_231,International,England,Batsman,5127,159.42,29.06,226,500,2839,1312,4,25,,,,,,,,,,,,30,Capped,1.5,,,,
Player_232,International,India,Batsman,1501,159.12,33.13,86,128,842,309,1,5,,,,,,,,,,,,26,Capped,11.58,,,,
Player_233,Domestic,India,Batsman,204,225,35.28,11,23,83,35,0,1,,,,,,,,,,,,19,Uncapped,2.72,,,,
Player_234,Domestic,India,Batsman,1732,160.36,29.92,81,113,856,254,0,9,,,,,,,,,,,,29,Uncapped,4.15,,,,
Player_235,International,Sri Lanka,Batsman,2478,154.01,32.47,136,124,1440,390,2,12,,,,,,,,,,,,28,Capped,4.96,,,,
Player_236,International,India,Batsman,991,122.69,24.19,40,74,903,395,0,3,,,,,,,,,,,,31,Capped,1.96,,,,
Player_237,International,Bangladesh,Batsman,1802,153.48,30.36,69,205,1150,388,0,10,,,,,,,,,,,,26,Capped,2.68,,,,
Player_238,Domestic,India,Batsman,3082,134.68,30.13,196,219,2238,613,1,10,,,,,,,,,,,,39,Uncapped,8.12,,,,
Player_239,International,Nepal,Batsman,2233,151.49,27.54,108,171,1209,435,0,8,,,,,,,,,,,,25,Capped,0.91,,,,
Player_240,International,India,Batsman,660,178.83,32.13,49,53,497,149,0,3,,,,,,,,,,,,27,Capped,37.69,,,,
Player_241,International,West Indies,Batsman,3462,146.85,26.06,138,194,1307,642,2,18,,,,,,,,,,,,35,Capped,1.35,,,,
Player_242,International,Ireland,Batsman,4058,119.55,32.34,96,487,3541,1468,2,28,,,,,,,,,,,,36,Capped,3.63,,,,
Player_243,International,Ireland,Batsman,2975,131.76,24.78,127,297,1794,864,1,11,,,,,,,,,,,,31,Capped,0.53,,,,
Player_244,International,New Zealand,Batsman,2432,149.82,22.72,83,252,1352,658,1,15,,,,,,,,,,,,29,Capped,0,,,,
Player_245,International,New Zealand,Batsman,4132,142.65,31.34,141,274,3088,1274,3,22,,,,,,,,,,,,31,Capped,1.26,,,,
Player_246,International,New Zealand,Batsman,2536,134.32,27.53,89,229,1862,427,1,14,,,,,,,,,,,,27,Uncapped,0.48,,,,
Player_247,International,India,Batsman,9694,148.04,36.68,266,987,7098,2460,10,57,,,,,,,,,,,,32,Capped,24.36,,,,
Player_248,International,West Indies,Batsman,3576,150.73,26.86,172,206,1924,468,2,9,,,,,,,,,,,,33,Capped,2.99,,,,
Player_249,Domestic,India,Batsman,1280,146.81,22.63,57,96,370,454,0,11,,,,,,,,,,,,32,Uncapped,2.96,,,,
Player_250,International,England,Batsman,1425,130.01,23.31,56,171,762,308,0,7,,,,,,,,,,,,33,Capped,1.22,,,,
Player_251,Domestic,India,Batsman,1414,133.15,26.55,41,169,1059,277,0,8,,,,,,,,,,,,34,Uncapped,2.77,,,,
Player_252,International,USA,Batsman,363,117.32,24.88,17,20,312,104,0,1,,,,,,,,,,,,27,Capped,0.11,,,,
Player_253,Domestic,Afghanistan,Batsman,1161,130.31,24.42,56,81,764,317,0,5,,,,,,,,,,,,31,Capped,3.68,,,,
Player_254,International,India,Batsman,1855,132.26,31.43,51,128,1467,363,0,11,,,,,,,,,,,,26,Capped,1.56,,,,
Player_255,International,Netherlands,Batsman,3235,135.92,30.44,70,376,2644,713,2,21,,,,,,,,,,,,29,Capped,1.57,,,,
Player_256,International,England,Batsman,1727,148.77,27.91,70,220,1098,339,1,12,,,,,,,,,,,,27,Capped,3.54,,,,
Player_257,International,Sri Lanka,Batsman,849,128.07,22.46,31,51,726,219,0,5,,,,,,,,,,,,23,Capped,2.42,,,,
Player_258,International,Australia,Batsman,10115,147.69,31.08,171,492,4674,1388,8,33,,,,,,,,,,,,35,Capped,1.49,,,,
Player_259,International,India,Batsman,3347,128.95,27.54,79,360,2688,1386,1,17,,,,,,,,,,,,32,Capped,2.42,,,,
Player_260,International,India,Batsman,3577,149.92,29.47,184,319,2498,952,2,18,,,,,,,,,,,,26,Capped,3.79,,,,
Player_261,International,Sri Lanka,Batsman,1865,153.11,29.07,57,209,1281,395,0,9,,,,,,,,,,,,29,Capped,3.42,,,,
Player_262,International,Sri Lanka,Batsman,1962,129.49,26.23,52,228,1775,666,0,9,,,,,,,,,,,,28,Capped,0.2,,,,
Player_263,International,England,Batsman,3023,152.38,26.17,120,189,1572,397,2,11,,,,,,,,,,,,27,Capped,1.84,,,,
Player_264,International,England,Batsman,7895,152.79,27.14,386,527,4457,1489,7,25,,,,,,,,,,,,31,Capped,4.8,,,,
Player_265,International,New Zealand,Batsman,320,181.61,23.71,37,18,174,58,0,1,,,,,,,,,,,,17,Capped,1.86,,,,
Player_266,International,Australia,Batsman,756,156.35,25.92,43,61,625,138,0,2,,,,,,,,,,,,29,Capped,2.06,,,,
Player_267,International,England,Batsman,7178,148.73,31.16,183,552,3358,1120,1,32,,,,,,,,,,,,33,Capped,7.59,,,,
Player_268,International,New Zealand,Batsman,1479,147,26.69,84,123,1340,516,1,7,,,,,,,,,,,,30,Capped,1.93,,,,
Player_269,Domestic,India,Batsman,164,181.3,34.86,8,19,66,31,2,0,,,,,,,,,,,,17,Uncapped,1.57,,,,
Player_270,Domestic,India,Batsman,2556,143.41,28.77,54,107,762,484,1,11,,,,,,,,,,,,29,Uncapped,13.08,,,,
Player_271,International,England,Batsman,7621,143.91,30.64,252,1087,5913,1916,3,47,,,,,,,,,,,,38,Capped,2.84,,,,
Player_272,International,England,Batsman,15354,143.01,27.82,397,1234,6865,3088,6,75,,,,,,,,,,,,41,Capped,1.8,,,,
Player_273,International,Sri Lanka,Batsman,882,153.38,23.54,51,42,398,145,0,4,,,,,,,,,,,,26,Uncapped,1.93,,,,
Player_274,International,England,Batsman,3657,157.55,27.9,368,473,2828,737,3,16,,,,,,,,,,,,27,Capped,2.74,,,,
Player_275,International,India,Batsman,2347,163.58,34.2,148,229,1255,558,2,13,,,,,,,,,,,,29,Capped,8.75,,,,
Player_276,Domestic,India,Batsman,1500,139.38,47.73,69,207,1280,470,2,14,,,,,,,,,,,,23,Uncapped,12.14,,,,
Player_277,Domestic,India,Batsman,1070,149.55,28.25,48,127,630,227,1,4,,,,,,,,,,,,24,Capped,1.23,,,,
Player_278,International,New Zealand,Batsman,1738,129.77,27.05,46,182,958,372,1,7,,,,,,,,,,,,35,Capped,2.21,,,,
Player_279,International,England,Batsman,2011,132.48,19.36,104,165,1938,545,1,8,,,,,,,,,,,,30,Capped,0,,,,
Player_280,International,Bangladesh,Batsman,1373,131.93,30.54,75,111,833,450,2,6,,,,,,,,,,,,23,Capped,0.3,,,,
Player_281,International,England,Batsman,84833,150.11,36.94,1575,10180,41106,11712,86,464,,,,,,,,,,,,53,Capped,1.39,,,,
Player_282,International,India,Batsman,2529,137.8,22.34,97,183,2117,573,0,8,,,,,,,,,,,,31,Capped,5.72,,,,
Player_283,International,Australia,Batsman,2634,137.11,33.76,127,492,2736,820,3,21,,,,,,,,,,,,33,Capped,3.68,,,,
Player_284,International,India,Batsman,7765,142.85,34.11,259,490,3353,1158,5,28,,,,,,,,,,,,31,Capped,17.42,,,,
Player_285,International,Afghanistan,Batsman,1323,146.24,28.19,10,57,752,233,0,4,,,,,,,,,,,,19,Uncapped,0.69,,,,
Player_286,International,India,Batsman,6320,148.63,37.71,198,715,3254,891,3,27,,,,,,,,,,,,35,Capped,36.35,,,,
Player_287,International,England,Batsman,19127,146.77,32.21,479,1783,7475,3304,12,76,,,,,,,,,,,,39,Capped,1.93,,,,
Player_288,International,Australia,Batsman,1406,134.56,28.89,70,113,297,450,0,2,,,,,,,,,,,,32,Uncapped,1.77,,,,
Player_289,International,Sri Lanka,Batsman,2865,148.26,32.56,78,205,1072,485,1,15,,,,,,,,,,,,24,Uncapped,3.11,,,,
Player_290,International,India,Batsman,2343,158.31,30.96,111,165,1974,305,1,10,,,,,,,,,,,,31,Capped,8.4,,,,
Player_291,International,England,Batsman,1488,126.76,21.57,15,146,971,277,0,11,,,,,,,,,,,,24,Capped,0,,,,
Player_292,International,Afghanistan,Batsman,536,120.76,16.83,15,27,529,146,0,3,,,,,,,,,,,,26,Capped,0.13,,,,
Player_293,International,England,Batsman,746,121.04,21.52,20,87,1012,210,1,2,,,,,,,,,,,,27,Uncapped,0.39,,,,
Player_294,International,Ireland,Batsman,3287,142.13,29.14,162,374,2655,1228,1,47,,,,,,,,,,,,33,Capped,1.85,,,,
Player_295,International,South Africa,Batsman,352,154.51,28.48,17,48,241,97,0,0,,,,,,,,,,,,26,Uncapped,2.59,,,,
Player_296,International,West Indies,Batsman,1421,136.12,22.53,74,121,1099,353,0,7,,,,,,,,,,,,34,Capped,2.47,,,,
Player_297,International,Afghanistan,Batsman,2454,147.29,26.19,98,279,1369,612,1,15,,,,,,,,,,,,26,Capped,5.66,,,,
Player_298,Domestic,India,Batsman,2199,133.95,32.68,44,267,988,375,0,12,,,,,,,,,,,,37,Capped,9.43,,,,
Player_299,International,India,Batsman,1356,159.26,38.89,86,129,1147,477,2,13,,,,,,,,,,,,29,Capped,6.46,,,,
Player_300,International,England,Batsman,6180,142.47,35.54,269,692,3826,1186,6,30,,,,,,,,,,,,33,Capped,1.28,,,,
Player_301,Domestic,India,Batsman,372,142.52,63.43,4,52,278,129,2,3,,,,,,,,,,,,20,Uncapped,0.17,,,,
Player_302,International,Australia,Batsman,2320,146.51,32.73,116,225,2148,611,1,10,,,,,,,,,,,,30,Capped,10.02,,,,
Player_303,International,West Indies,Batsman,1716,159.7,31.21,70,150,1100,324,2,7,,,,,,,,,,,,24,Capped,10.03,,,,
Player_304,International,England,Batsman,5100,133.17,29.46,176,519,4991,1273,4,30,,,,,,,,,,,,33,Capped,5.02,,,,
Player_305,International,England,Batsman,5193,139.55,26.88,177,225,2643,860,3,23,,,,,,,,,,,,31,Capped,2.37,,,,
Player_306,International,New Zealand,Batsman,311,162.99,32.09,6,18,106,55,0,1,,,,,,,,,,,,21,Uncapped,0.62,,,,
Player_307,Domestic,India,Batsman,967,121.09,63.51,11,87,597,240,2,7,,,,,,,,,,,,20,Uncapped,0.38,,,,
Player_308,International,England,Batsman,1456,125.49,21.07,59,106,1298,359,1,6,,,,,,,,,,,,30,Capped,0,,,,
Player_309,International,USA,Batsman,2592,138.58,30.08,93,200,1516,504,0,15,,,,,,,,,,,,29,Capped,0.81,,,,
Player_310,Domestic,India,Batsman,443,107.62,134.81,2,34,296,115,1,3,,,,,,,,,,,,21,Uncapped,0.07,,,,
Player_311,International,India,Batsman,5050,145.18,31.53,188,479,2591,959,4,20,,,,,,,,,,,,30,Capped,14.42,,,,
Player_312,International,India,Batsman,1979,139.67,32.54,79,165,1713,451,1,14,,,,,,,,,,,,34,Capped,14.31,,,,
Player_313,International,New Zealand,Batsman,1074,176.44,30.74,105,94,682,215,1,4,,,,,,,,,,,,25,Capped,2.86,,,,
Player_314,International,England,Batsman,6738,138.9,31.42,191,499,2598,1696,5,31,,,,,,,,,,,,39,Capped,2.08,,,,
Player_315,International,India,Batsman,1208,172.5,34.24,56,100,680,209,2,8,,,,,,,,,,,,21,Capped,14.05,,,,
Player_316,International,India,Batsman,2460,147.9,32.43,117,244,1991,331,1,17,,,,,,,,,,,,31,Capped,16.89,,,,
Player_317,International,India,Batsman,6187,150.72,31.98,269,554,3357,1303,3,22,,,,,,,,,,,,31,Capped,23.06,,,,
Player_318,International,England,Batsman,6309,148.08,27.12,225,709,3664,1487,6,28,,,,,,,,,,,,29,Capped,2.73,,,,
Player_319,International,England,Batsman,12732,134.78,35.34,537,1534,12022,2316,9,73,,,,,,,,,,,,38,Capped,2.53,,,,
Player_320,International,South Africa,Batsman,1021,120.57,23.04,30,58,900,438,0,5,,,,,,,,,,,,23,Capped,0.12,,,,
Player_321,International,New Zealand,Batsman,3649,133.82,25.3,107,339,2554,989,3,21,,,,,,,,,,,,30,Capped,1.43,,,,
Player_322,International,England,Batsman,6127,154.33,24.27,321,803,2728,1029,6,23,,,,,,,,,,,,27,Capped,0.7,,,,
Player_323,International,India,Batsman,727,195.86,32.36,34,71,430,131,1,3,,,,,,,,,,,,22,Capped,4.17,,,,
Player_324,International,New Zealand,Batsman,2942,149.32,26.05,137,399,1776,548,2,8,,,,,,,,,,,,30,Capped,3.79,,,,
Player_325,International,South Africa,Batsman,1466,137.3,25.23,47,148,685,304,1,6,,,,,,,,,,,,29,Capped,2.58,,,,
Player_326,International,India,Batsman,1186,133.71,31.96,23,184,1038,301,0,7,,,,,,,,,,,,24,Uncapped,2.02,,,,
Player_327,International,England,Batsman,4581,148.07,25.78,172,358,2625,928,4,19,,,,,,,,,,,,35,Capped,1.7,,,,
Player_328,International,Bangladesh,Batsman,2265,145.22,30.06,94,269,1625,670,4,14,,,,,,,,,,,,26,Capped,0.51,,,,
Player_329,International,England,Batsman,2924,133.34,24.2,65,235,1393,845,1,19,,,,,,,,,,,,29,Capped,0.06,,,,
Player_330,International,India,Batsman,6550,147.98,37.94,287,862,4549,1894,4,58,,,,,,,,,,,,38,Capped,57.31,,,,
Player_331,International,England,Batsman,1995,145.88,23.93,68,209,1818,639,0,9,,,,,,,,,,,,29,Capped,2.01,,,,
Player_332,Domestic,India,Batsman,1186,171.3,30.54,61,129,527,280,2,8,,,,,,,,,,,,28,Uncapped,16.92,,,,
Player_333,International,India,Batsman,1625,147.76,25.26,128,216,1338,445,1,8,,,,,,,,,,,,30,Capped,3.96,,,,
Player_334,Domestic,India,Batsman,327,180.62,30.82,18,48,154,87,1,1,,,,,,,,,,,,22,Uncapped,2.16,,,,
Player_335,International,New Zealand,Batsman,1864,154.81,28.21,70,239,1483,457,1,9,,,,,,,,,,,,25,Capped,0.03,,,,
Player_336,International,USA,Batsman,164,134.33,21.2,2,19,121,37,0,1,,,,,,,,,,,,18,Uncapped,0,,,,
Player_337,International,India,Batsman,3549,152.93,30.03,166,584,4135,1172,4,29,,,,,,,,,,,,28,Capped,7.5,,,,
Player_338,International,New Zealand,Batsman,1749,151.51,34.71,65,113,1099,309,1,7,,,,,,,,,,,,28,Capped,1.5,,,,
Player_339,International,England,Batsman,4774,143.45,28.14,164,365,3655,904,4,22,,,,,,,,,,,,35,Capped,0.52,,,,
Player_340,International,Australia,Batsman,1437,134.45,27.68,62,138,872,331,0,6,,,,,,,,,,,,36,Capped,1.68,,,,
Player_341,International,Afghanistan,Batsman,1916,126.02,23.12,78,135,432,486,1,5,,,,,,,,,,,,27,Uncapped,0,,,,
Player_342,International,India,Batsman,888,154.76,34.46,60,172,576,254,0,5,,,,,,,,,,,,28,Capped,15.66,,,,
Player_343,International,Sri Lanka,Batsman,2488,139.62,27.71,56,198,1642,543,0,9,,,,,,,,,,,,24,Capped,0,,,,
